neo4j_cypher_p_100,neo4j_gremlin_p_100,titan_bdb_untyped_p_100,titan_bdb_typed_p_100,neo4j_cypher_p_1K,neo4j_gremlin_p_1K,titan_bdb_untyped_p_1K,titan_bdb_typed_p_1K,neo4j_cypher_p_10K,neo4j_gremlin_p_10K,titan_bdb_untyped,titan_bdb_typed_p_10K
756447260,616097,499298,406881,804538228,2985610,1013274,1057608,887641537,560477,289048,268936
718244399,1433054,1468081,1194746,818375512,1010163,498623,541570,825829057,266484,301117,285158
700656635,1143178,892845,793637,784400125,930321,504941,557081,992014918,913765,1202886,1095905
743049277,539822,598803,535147,877910584,14063275,6425366,6794969,1121938160,324062,292721,273554
752230077,1115189,941129,936203,819912875,544119,452921,474353,1071671548,264301,296940,283266
741887513,635024,552814,478187,789770056,720609,371390,414341,1117899901,806424,548334,505239
691067537,606447,504537,492314,765079726,560418,367911,403750,1048922938,319559,288369,358244
741607338,459728,457228,488247,811189665,2476043,1270230,1309576,915643095,677413,470453,460478
750206670,343563,422445,713863,856164404,1061767,518366,536496,955870090,1609468,2177540,1775630
799459136,454438,538672,714497,829303480,492297,404740,415377,876171898,425499,426716,355066
670720395,914116,942689,1061603,907608921,786505,394838,401893,871283492,260192,289899,281930
713114481,710348,510646,614727,829714783,3367242,14250429,4434026,1075675801,1466256,720016,664803
733535698,552454,769285,819806,842538299,940339,580854,683230,877209767,732919,577630,528932
746450090,574915,485497,474637,761775097,525070,384611,591111,951226360,413287,388867,361321
685252036,685848,626999,567792,766868282,1504157,773822,834151,860684964,543408,458453,421665
704007159,801715,606551,659485,756112694,1279703,807177,825827,880271213,1008164,983004,907097
769272003,616931,476971,422249,804341334,548104,396618,436040,886056853,832934,735931,711512
765832630,702398,472744,383272,786489707,977527,507702,775606,827833270,572250,379153,352454
704318906,1112544,459896,383346,802672495,850051,500508,643967,880381729,443100,430956,405822
694236096,900184,478894,425757,797354334,2201486,1204898,2056115,839228877,453378,475887,451568
747008166,470368,468967,383079,855876876,674874,448967,696170,831601218,311572,287544,269461
798326439,451888,493446,412554,801802127,769316,611944,682455,812376126,387017,297213,283701
709400754,1097825,653333,806470,769468311,1280407,1377657,1399465,857878941,3188225,2905430,2276390
684357039,741100,507888,630017,764896451,1910482,1213384,1336916,832026951,557844,434058,413660
745216611,531969,500029,706871,780726852,5096766,3064828,3114325,862908004,1096247,437228,408318
783938887,10045201,10642975,15738871,832513741,991060,858338,801097,924912077,784491,487445,426644
807160626,466573,564672,855302,789218295,1212104,1559032,1439645,892171366,512330,329299,314564
710985981,483030,510168,817029,813962024,592686,828944,800234,1105209322,1242530,867153,795742
737757647,723874,684127,1065974,819102541,878694,1315403,994524,1109333250,1105981,869223,804515
762877330,560852,511974,752418,839447465,519892,917828,1039816,1094466154,706995,447676,420873
715364494,556870,495552,820988,798456306,733105,1337933,1179100,897438209,531928,318085,316781
696573953,1364473,599671,962158,749714199,503432,960429,930611,865236131,2082017,754290,673122
339496,499879,562387,865305,811401150,450988,806605,923680,874528604,1037474,614162,579674
748235643,573812,658857,755701,813563296,718098,765206,1206425,847947267,9305013,644021,604330
750334547,397020,830516,759669,840549113,1229673,789046,1293074,838943185,1487657,826412,753176
727789641,6598990,821459,762711,877468949,880478,707308,1244930,825789163,580939,452528,432774
682741762,538489,945652,766175,814491818,455132,596179,821091,819027987,405412,398875,397253
726430634,867955,962356,789881,897552699,530758,495023,982997,822962624,484034,425884,379665
743117394,705711,977374,794065,821200693,813616,449806,920053,851608527,659975,596922,527034
736339955,977107,1331695,1108575,787188631,1978815,2781915,2487672,819755705,814372,438459,383789
683760232,1001112,1333006,1106716,774397401,1013660,1407975,844450,842498685,736562,406707,377346
711612807,843462,1074839,901505,782972437,1996818,2041114,1997919,922392950,382018,392213,348940
724893225,775365,926226,713669,874676704,500153,465316,504735,880112986,513819,538240,510357
745091944,605470,958816,792801,813108131,1032697,864242,957159,887893503,1362118,509046,460967
698487781,596263,652876,652854,846273628,986731,568539,647928,890230290,742485,603977,544171
683716583,892014,659316,800113,898054440,499871,476920,516657,876719262,1574746,810813,723479
734849119,1178608,1181652,1026031,861432289,922482,738210,1076250,907920886,423830,501660,468748
782021375,546454,957128,644522,781523902,1475773,708815,840045,911163362,1440634,2119240,1916147
715479384,484479,1061184,561146,798595690,876645,472715,471652,909821238,860116,879414,831985
697795822,521462,906323,589819,762868684,737037,570244,584817,1234545430,2193397,1065590,1251508
717524051,16768302,13298089,12626034,802892213,709768,544019,549009,1247114844,544541,556141,641194
737268544,821694,571373,550947,863727985,1063926,616509,600237,846623683,276011,343009,397659
766502056,1454574,600612,542183,836463822,666039,436636,477584,1110180580,391557,428243,443257
840742938,1550175,753501,694305,824318596,825079,557091,657621,881402710,1107487,891128,920388
701901008,564329,485184,426293,866560248,583955,550423,684259,827325355,721908,424444,672090
722902082,1572258,439963,532473,803638568,505709,572662,731047,803676080,391566,419353,671431
775946202,553607,441032,430029,777209429,625328,572245,636472,834137737,604902,611295,831481
724300634,473026,448217,422352,808477889,6266061,6688758,6913952,849794133,439510,423106,623870
688240706,340733,464725,392765,752943664,892998,850239,812066,893326773,1879199,1386561,1514824
732457728,450715,451206,405952,770837274,785243,563913,609536,890269236,749686,482876,742842
750245482,341027,468350,395564,809373015,739956,585644,620171,858311963,252237,335638,595815
755731851,558498,528097,400643,869032661,435796,424874,439581,897966525,605878,413021,591054
691649183,1000216,872993,694636,812400646,1076200,663583,716983,880600678,1533236,708428,943093
709917734,464316,616496,419106,907473222,1120930,854778,13085779,914958205,628960,452474,547628
747677903,846303,784470,649334,853119024,483916,612843,1174053,1051072623,919604,535480,740336
774822046,413263,567363,422578,823434323,752199,597405,1284302,889857962,518855,349988,451901
722890827,883921,817902,670354,773706905,1428149,841648,1800648,925740402,529216,308418,486328
693954771,525840,573926,449652,783393036,441905,358731,932882,863431516,958068,350263,453449
756017515,1020748,1085541,1002780,815073429,856988,617722,1346434,853152990,767221,392075,570872
767213117,458312,520790,435817,847182243,404439,367717,925753,1049593117,1099540,712295,937792
720524286,834601,676294,516227,876551438,558777,358017,944652,942473963,3217315,2794546,3477170
697765011,5678692,6624174,6088827,853978665,805114,497414,1211730,841263090,640430,508483,431057
754521899,625884,611216,404630,869562462,690057,622437,1387765,831434156,801546,441312,355726
741922475,458096,483472,404056,864076441,912210,697469,1330898,872859930,1425731,403307,405431
716186476,719819,589908,534989,829828923,476949,384671,572687,859548589,635199,431221,365466
700452705,684371,621575,521296,816008857,436724,359434,460918,1043155699,2987348,1450671,20062687
740119506,350959,441723,387017,804044352,1394242,721851,1095011,863909439,660458,546322,469938
792204048,378719,447242,397604,768517185,469535,408090,576776,1077441683,1070901,1077556,676764
733117581,713084,461581,404660,788805717,336620,411472,519003,899997805,956926,786838,466605
709849268,501903,495514,418670,832125536,364904,446338,529802,895350696,1441471,2509739,1547000
724854014,621574,507105,401847,830409817,1289560,935021,1089496,881032324,1023426,739024,681535
750515043,1081483,1119966,1012422,830974295,339107,425654,490634,905608213,425193,805293,493124
702331793,638152,661955,513398,894082423,554170,403896,513515,864243245,849329,1458983,841774
718279812,1031132,666698,511583,895421884,1708991,1246850,1588479,915777855,856508,907319,508748
748953660,435754,794710,401464,796141874,403154,368099,590480,918293608,315278,512073,318804
747236119,477431,887309,415911,817421839,717599,470765,616758,924589739,3259691,6053521,3809051
741883040,685181,780748,400970,795762051,400973,370671,558612,854768748,370985,537550,453023
713193621,337633,582291,382362,824145291,516617,357381,477986,823148022,805346,598407,734450
712858917,2729185,1668457,1450572,900080474,728102,617992,817523,829155264,1000571,861102,861405
723291654,387563,549635,412758,878136957,1111928,604022,828389,830649052,536560,616829,564723
771720915,889094,662739,536219,873658420,902831,361304,512973,829826615,483780,16043243,661885
687472352,726570,612625,513954,854132363,865317,580660,686578,848606140,919847,1359392,1148553
695404774,672859,664357,535885,840266434,1302219,829550,996406,908275304,407624,515201,504324
737788987,518426,460271,414933,795090359,1693775,613588,712320,888438888,704589,735462,658619
730802174,584221,477482,393681,813891504,1593486,609805,725979,853382402,483050,740308,613023
727196475,434671,570689,419913,759604314,905768,507085,590522,897264738,453803,772847,640738
683321572,540416,643427,535017,795035236,717762,355639,420339,861449409,919024,1777914,1690961
733483648,513152,473445,407979,823988591,1234474,616737,746767,879658333,1222805,1279672,1202483
725926960,546960,448205,402279,871873961,814499,358636,443200,884314045,305904,514344,490125
775319788,434535,446161,394789,811520103,454041,354697,425926,898241831,2996962,1934006,1843992
718440857,372896,531715,406763,898526796,2484516,2465189,2891666,878146803,685420,824280,818098
718690429,350150,470048,369916,810908579,1791698,725642,864672,847155959,502933,701472,704297
745643186,1322898,1069144,984171,766624206,1838673,738180,934133,831662597,316088,541480,482225
766547499,547122,501812,407390,784374919,527271,373503,520674,815433454,268103,445174,441421
699166221,546436,525522,403298,766330333,478519,380019,450808,895317979,1988442,2022100,1929019
720562365,802411,652010,562627,787534925,397106,365049,475588,818663833,356363,479306,519319
719084683,1144014,663669,533139,823046866,344603,351819,455202,849421381,1691016,1290917,1177916
775967629,597447,512483,402712,903523506,1683562,832972,1012775,872725270,1070516,816178,1056472
775213215,458628,505466,405599,832411671,352059,343195,457106,1018384027,1017715,728075,1124584
707306009,727674,652146,550795,877313707,550941,366135,420490,880991461,752883,664914,1149623
745844602,345282,469705,406367,861661063,804661,374022,484722,867189924,290925,303562,474343
755892937,389524,485476,396410,842408390,876935,366399,606882,861239207,681757,512519,764716
731647436,620052,455900,395687,763286403,662407,386471,827120,863028505,296432,285225,494625
714994459,500092,466778,416798,778791085,679762,491891,1002021,897142240,357853,410645,666828
753286442,511885,570209,403684,804954714,500384,358982,1005027,908467875,243027,278724,451524
740300287,634656,860578,424027,858522400,708206,402361,1054432,922150859,241849,269612,439508
726482726,562494,908240,417393,878025864,1320213,604358,1378055,875491582,611755,557071,756000
704773097,1128481,1566858,709340,826491273,960833,584874,1273522,878553448,620206,589551,537740
749494562,722375,1072622,551914,875475629,589337,355281,852615,843480279,312325,318921,274240
780057177,1406815,1583676,816761,850715089,1413686,613599,1593931,821567280,259048,343478,320557
743890949,785043,714143,405191,831548725,629366,600170,937048,831597753,947550,1184301,960226
709552766,1172656,1040270,786593,766400383,849437,613203,670906,860296269,1371429,1016876,888619
773662864,463056,605920,427051,809030288,417174,503888,803495,823583770,651548,534368,451427
801168004,486648,563450,409804,771844556,721668,454051,612029,835215373,450018,298250,251759
757159451,539150,537564,402912,806957435,545378,542207,477149,828075709,369995,410950,373738
731005533,697629,493846,392056,823366402,554872,525555,559022,841693794,357712,413369,311070
703888574,1063607,814332,573325,839392910,400607,400005,420474,897580438,252075,441133,297821
757449044,455518,519904,398402,819327644,464968,402975,415123,892116258,294256,370241,277960
761300755,408959,552345,402385,868231191,1544590,1677638,1617352,862725535,469908,373851,385966
714618143,429536,469990,407665,828805058,425102,598838,558390,896333380,659076,567908,517187
695455791,351576,443058,393796,765196849,676657,619785,693373,950910083,541621,654445,542790
752460476,977915,599589,546806,330754,551996,907470,809896,849450981,299499,333362,277181
749632516,1502838,469871,419853,759289890,336795,666041,442799,923017026,1059548,708665,642706
744730598,442847,473694,398673,756231087,518460,637660,562048,869694448,401061,257852,283200
701700225,3042172,3183557,2957197,770279629,557249,431771,443234,871025513,279998,289017,302205
717108022,768492,735810,538771,793141519,2994788,3768427,3292802,854446923,1821348,858906,828323
738212033,491049,601982,408258,817361124,1107008,806048,869350,845056958,444525,344650,446847
733379812,328146,510441,435637,796602452,1217960,634171,788568,862141674,1449255,799203,781568
698964185,800606,632587,526320,877859831,873523,374397,451608,800473612,380068,330485,362266
704615936,576366,673135,552634,850864748,613405,369184,425533,829909259,628421,339551,383838
756012687,1115891,1345884,1311126,822107381,660321,358099,459429,821881690,1074026,414564,447631
743894120,691107,507343,460051,773992935,1107871,486041,674495,1010886655,626686,522656,713760
727567929,556024,452179,430037,773608807,615679,364706,474266,964564281,1043895,536035,677021
711416773,929610,434159,387609,795222663,7313190,4968386,5469409,880648109,567765,502419,522607
737684669,836482,471621,400119,872012506,492544,413680,613093,920611949,636049,380198,581218
763549025,820925,461303,392994,833108414,429050,362142,468718,870371794,398209,465025,377687
735194765,671359,465456,385201,812399579,1295695,610174,722440,867588092,429391,389774,317795
684813694,1291451,674824,492716,900929482,701666,358701,429386,872582061,392574,397099,319542
733822985,1245328,503297,426552,810222899,8073270,7862320,8690748,881528702,552363,442757,378945
756212750,1618501,621876,521502,805378663,2326901,1355421,2341137,1009943823,5914287,7397525,6145845
757984429,1214820,488044,399200,769057216,614448,465346,925974,893462399,1266675,876088,774689
690230231,1302716,471024,428288,808992121,1813177,1195080,1678457,891253375,895438,363403,344906
726216311,1066993,544112,549121,798493355,1435128,807905,944270,851914553,368483,267193,248448
731657528,747948,432153,409838,959535679,4308984,4314936,4501828,849672806,414363,285711,256838
765027038,1002367,402503,421458,806991102,576219,456191,494844,798629884,815784,337762,304353
697101554,817371,409586,384265,861687989,529148,415563,475487,870470512,1293486,700513,627291
692194495,605271,402420,374112,896917876,875603,737713,684835,1236084505,43951763791,26927190383,25987657085
747678938,568571,522114,480050,863827045,842061,612676,800720,803135559,1164487,685395,597618
766294968,475498,415849,374138,810452170,1306721,957983,1039106,834112829,302593,301003,291265
753620291,643410,583344,533457,788451709,613082,550115,577008,839870619,717898,380744,321444
699494294,350666,425541,425456,830020725,759715,400134,412049,867770203,203711,232586,218696
774635263,752820,576685,516065,791058959,1053421,535232,574969,885569553,250656,297740,271061
743574257,583730,417977,374536,899436993,1078105,533246,565376,862494481,402950,285693,282772
729470121,918700,420844,385203,830580722,733566,411838,439262,1042336093,607809,583731,555668
702614028,372890,450223,387491,855443857,1029590,550269,557091,862045206,668114,363719,334554
736574620,437759,436418,383789,865502837,884298,411676,426613,891336122,1119733,1448835,1218956
748164676,366150,411453,372388,867802160,1468527,528049,558267,891529421,273242,329509,275798
755662613,501908,424112,374254,822403272,548167,470155,440377,860469900,367178,242376,216477
687866193,657621,644862,511280,786747344,443755,370507,437816,862188093,282649,227833,236947
741309315,1237666,633673,519012,817115795,547180,475899,650818,848410359,783000,533010,493061
758513929,462308,451705,383233,767709477,481229,359394,505176,850053342,440330,239325,230855
780479448,357505,438773,423526,844228556,774137,593571,808963,844659188,290071,219830,221079
709040647,642084,565313,556645,817934401,674683,422176,518859,835235132,217672,249419,229962
749084944,10379349,12755009,15223657,808716920,610934,408779,496209,833720579,1028545,417280,377290
782437669,481947,579776,520958,842500255,400871,400098,460632,828775213,820296,915090,820166
758095922,497834,491015,455696,872103069,476228,426135,432092,836006970,802174,421522,437530
730538132,587783,469402,1657827,812296322,654876,428681,455944,836979459,655230,942051,905214
755024330,864911,905652,2496795,811061360,434152,392145,478511,837353109,243924,316184,309731
797781064,392544,778201,528860,800617802,419993,354269,446649,859941697,938133,573236,526168
757949910,600916,660595,572899,809442121,613853,539359,691545,873928968,1242336,721787,475406
755772056,963709,824796,677957,861147810,839843,580528,638155,850948509,397931,229789,221077
747161697,511098,704998,403517,835951764,563827,412436,443159,876130287,269928,239326,233563
726834928,670016,517025,697586,889800859,412852,378170,426656,867512110,795578,340456,319265
885246552,519490,533971,441341,858881410,682794,522535,615903,876652081,396788,229233,221066
769320103,340178,616763,409472,832992850,507474,367686,543441,897287964,309468,228000,219913
726502043,744716,1067104,821297,793584824,457138,366407,500250,860322458,231171,280207,271806
742403476,461701,574825,447680,785586522,8378469,483032,624822,855694283,204780,230544,221366
777742009,576081,681977,405532,758619967,926933,601350,1256853,870678707,188676,226714,218613
733978272,484749,531864,391119,788774486,1199774,603219,964771,824874622,616119,370982,338023
738176550,591051,577232,390024,784033903,651257,485499,1071219,829870924,826300,402800,373078
1022146405,1048513,919553,852262,835587066,1018007,495475,1051327,1229520262,261412,239147,218550
1231084591,705722,589590,611664,844477937,1227469,579686,806013,910799115,551262,289533,270283
1217010639,550978,444736,488732,852515600,436833,356135,501350,804034513,256132,311972,277138
766534162,1501336,765049,754358,862722448,613618,574034,788698,811147377,480303,704425,653156
772659754,591663,453302,462646,833647534,428995,358363,596348,797498260,608107,297580,278584
807287913,966826,442911,466297,856633370,468810,346349,764249,819427003,436168,308914,297329
957520106,795138,444426,433171,765816814,1135581,599992,1108837,835452765,316315,248047,232693
1008123971,591640,423806,441944,825482602,616608,350229,744129,894391996,474587,296242,276136
856007168,952747,460086,468507,789527921,545555,483793,997097,872351173,249966,236590,228632
723554188,805562,559793,496584,865297459,429115,349646,827017,1105017653,2412713,836729,773642
753578693,808781,827520,475879,822921703,418385,456793,1045005,884958395,508295,334484,327797
704800423,925964,768298,473762,864649898,2211129,2166546,3970322,867646115,320646,237618,236056
754586236,711565,661462,434234,836797616,663600,496511,1263131,905160975,432208,293646,268545
748293858,934628,740737,484274,843684665,626209,469757,1010584,911771486,1163696,492868,438439
747906030,1144084,726658,511947,818698689,383117,355266,919067,921216787,711783,478480,439236
702762175,1022595,641054,447861,799033336,2413199,1103801,1380871,888844258,199766,239549,220552
716466091,1259314,669624,474368,833208421,512520,462527,565943,940143137,3892546,5012538,4138435
765606540,1382443,737975,614742,790347840,401527,368740,427441,839247314,1354597,554295,479266
773672308,802821,437675,441726,842496873,335244,343644,564822,831834610,270119,252016,221139
694428723,1051089,566792,586125,816111922,512802,360518,438693,848044727,976032,401649,344455
737737682,1528772,761033,671958,852056529,462827,359351,412067,837095205,799740,347807,303068
778055015,1193734,1586765,1027948,825162810,431593,406951,433607,835790623,801026,988928,827016
749251561,533144,698979,503381,897403217,517020,416999,411656,835002775,207583,231231,210190
696389741,566608,476879,456110,820867681,1443088,682337,681013,810041415,346762,241921,220880
733960076,448963,454456,460769,778071397,1053130,491890,546511,867916664,686057,473129,438503
728933837,661022,660057,619575,757269747,407905,342591,395117,870341591,224447,225065,209747
727641095,469179,505230,430862,787347688,400269,354159,397733,870343592,300180,237202,217802
707566400,330738,694185,427476,835156556,572351,364900,406962,898654303,562916,464830,391460
729714093,579997,994871,566374,847591045,393870,398130,627228,889189517,174749,229188,211418
768148318,13838169,21473592,16269803,819296733,603761,401339,666067,890485346,205095,237393,218294
760665442,967994,888043,836643,866816125,758080,408305,655833,885832450,443370,348973,302192
688221153,627336,872834,834021,866331811,713188,518273,803678,893540404,624118,367579,321244
714862154,875668,1034563,1099636,802754480,873003,646585,1101121,893032367,1109749,635608,555394
757616623,439153,770189,738372,781945439,1796892,583693,858268,1078180687,1448613,2032687,1630130
747512836,498947,761404,664280,794119156,1566934,712183,1166754,923765032,329731,401099,363988
750604123,435284,844767,657330,766434971,794694,370399,629772,849470830,1254141,1697107,1387980
714822166,668677,789659,649915,788024917,1095334,366635,484600,835133394,203687,241169,222030
758378269,699437,879446,742284,880355470,815598,359150,455704,818377252,349683,251679,208195
774174175,743811,901507,669862,843813782,705236,369480,595609,817856917,268362,236276,216220
713689515,953286,930878,676359,890835757,1048892,600919,696113,815146407,754072,387148,342868
693731834,7881696,884081,670232,890150949,1237433,839420,847947,853402712,230857,238516,221496
711470276,1810175,1543537,1395895,843178936,798712,456545,400173,808369671,230917,277725,251136
750149309,601656,10576071,761555,819675536,3527792,3081162,2798829,849568903,270295,343059,320634
778578961,608369,694174,1068580,790657983,456795,470431,683240,975202974,1229894,762162,791544
716121474,589987,525442,976423,784748556,658450,413656,651759,860635802,241385,246969,233258
722253871,679504,463073,829272,790671840,509151,447715,583757,1020312369,2036322,2477095,2030677
756838085,416553,506382,851359,823172570,530429,636032,613867,873514742,421812,307431,279893
766807358,791036,560040,752297,817174424,521405,484892,609228,904963206,6702959,664545,457079
732017294,685351,542624,899313,841873552,336186,381298,595668,908685316,390752,286565,259548
692914212,966550,774453,1247578,852462935,2396091,2736685,3669697,865584874,503533,226221,210544
723875824,664002,550870,949458,845024875,865930,876981,1107253,875114636,420874,238236,219522
756872647,584392,566281,914754,762481546,876812,568777,911912,869084005,322679,240321,226040
742014456,477054,791217,903603,800503040,1123965,733363,1246247,905940400,3171951,4351364,14332740
685613192,669168,787406,687391,785766638,584703,471402,836349,978096418,897062,873194,937625
703760818,614943,788683,983226,811625453,654507,572037,914406,839766304,323802,7689423,281763
769017585,1549820,1117780,1354746,829316045,426458,374382,636827,881703813,1001698,818958,663095
769789483,485607,774878,812877,839412647,884272,782949,1195972,819144918,1296682,615255,556086
713741004,774513,751888,821713,871688017,422860,372397,554845,873806590,604888,408191,362929
734065278,870344,959026,770300,850893780,753872,535109,960519,879714587,272259,327984,326024
732940966,580856,1035045,854983,898130005,338050,339894,578499,880556321,223489,233270,212993
771120935,600762,887910,847162,774808726,525320,470486,721804,885387986,273346,243691,225340
691557024,767393,1200766,959450,772771498,488097,381146,563393,877421335,552225,530986,425895
715338848,512398,871250,888934,752395467,666801,588785,1066089,861702162,213682,232913,209253
741589088,547363,900341,859323,776582082,800747,476988,907808,873623721,630863,528358,446351
756351003,624581,775296,770022,825867931,747408,478845,792978,866309165,212327,241212,225376
736655061,383282,844192,802468,875720753,486015,583050,799235,860256217,564693,280165,251483
698816822,420755,898107,957360,887531893,358976,357540,581968,920577673,558574,298354,266214
729248896,501606,753829,1047719,872692070,469908,368139,586440,910894796,227440,245812,228272
736486604,851463,698054,866365,903756860,477396,357841,564016,879936172,220758,233637,208134
755632819,469342,672711,765496,823447459,474121,406360,565597,864049843,317375,387335,361287
707631077,672645,647252,974194,796825419,723496,624308,964088,826061687,1914274,705294,614825
726433127,509451,602207,1102283,760729694,784752,11974569,926988,844523905,369799,285783,268376
734245895,558209,621418,1194506,790139745,493003,374893,551008,829548029,254445,230325,223643
757674843,591505,695656,1201302,798927270,415627,373229,581759,812868747,970830,552678,479942
696317904,663035,635175,904862,863248214,829724,956594,1385813,815635001,575413,229948,221011
723637628,493162,690458,762494,811091825,431985,368814,618171,822012755,545126,406905,363954
738857558,449898,718611,694506,854410768,2864944,3093129,4962734,814728434,388243,320890,330853
774471056,324701,833980,943123,839807263,441847,363941,689576,966836823,1085083,1484717,1284589
735909447,836321,905692,1132912,816736888,1255914,716062,1101223,878717314,296538,283708,264943
678985391,4020213,4875060,7594580,759936072,695117,371531,591481,860231333,229782,217541,208276
736382943,542338,492413,1210380,795530694,2423332,1003065,1560915,923600676,638144,472929,432049
755423481,966647,586675,1229527,777998550,956720,369608,591969,905467062,346851,232789,222505
734514736,821635,502740,960744,798902308,833715,368717,558757,894341114,638965,481553,427791
700201346,750661,385927,721031,835262919,2433478,727301,1089392,974882016,920342,716029,676112
735339968,515450,362924,671357,821601225,825539,517775,741449,879869985,480599,311447,298625
752562038,525977,377627,657654,835649954,522969,363308,557082,883781260,928617,329608,304643
752514843,409865,463836,782943,867776207,1031721,810031,1209920,895629976,492962,356585,331581
705312738,976817,600655,1087250,878108530,407658,366545,702249,852161188,656151,302050,266417
759765640,468892,357961,649863,750944229,436931,359508,597892,843616861,403558,331324,302805
735237730,496947,368747,775853,805318530,329808,347638,511582,820142352,297208,262667,257856
780445471,636189,549812,1121615,751858519,424665,367148,476886,965161789,325733,355274,317769
718879287,428409,378358,803788,794545650,480783,373007,472108,829317228,803997,383494,356003
753404052,474904,367477,725502,809653198,404339,351760,471887,809706489,331307,282219,264465
750330308,598277,365497,640818,859971638,391562,349101,497531,803766839,181759,214338,218200
734052168,799595,528848,1088373,891869898,1255536,1304554,1542498,857683933,670158,289197,270579
701922335,608505,382660,853316,855687679,1172843,576331,943152,846441985,326692,287488,261703
738628284,541296,375346,810163,897637528,726085,492901,895647,947873002,1696386,537695,484504
751144335,686301,360231,500410,791797078,647554,418864,870516,887549359,364702,443642,287025
719996699,623258,466947,600673,774625820,530029,370670,821219,871236614,389365,359329,278537
678695211,404729,376993,479514,752791288,768965,536941,1184586,874788523,576220,470111,338338
725460703,580767,488815,628204,778750516,975814,670632,1210390,904364630,251346,293892,217536
725650677,1122443,625244,754206,776252442,641051,486870,1089674,917565452,825075,546784,407660
800137079,870009,379401,480354,843055840,564587,357147,595243,954144129,2302267,1145794,962520
703073946,361894,364014,453163,805515695,526732,357591,482645,859366815,281969,257991,233068
699057803,1181773,622142,719558,840106336,497192,366721,440553,881965566,253894,287055,311934
726637207,517851,360416,436865,835141859,535838,359162,421085,807349341,624458,245694,331224
755801676,805633,495654,563597,851906083,545202,371538,436040,985959053,650440,364392,394935
730057365,590646,495215,580201,792319943,630041,365758,442402,850541624,616397,703501,691520
704932387,585086,498166,574200,789835076,417414,368133,417299,835430970,314541,392181,434972
768486177,684868,356789,390969,773799422,600686,482195,559926,821679512,314999,240453,235995
763492175,414906,379193,425361,781216206,965139,476813,570642,845795712,753578,447705,424353
729511566,695720,394223,489163,827640964,463825,356795,442491,909710975,3504913,1638097,1520274
702225626,3250036,3207538,3639074,807259360,4465607,3202192,3506158,857473271,476294,334275,348678
755111263,620691,388307,512583,837286960,578566,394105,561611,863559393,446308,350496,325973
782831799,317944,352872,399243,834046729,696478,421149,519993,883616470,1210686,654984,614399
776886165,403467,521110,651690,857068127,854749,624451,1022773,876297597,301964,331009,288108
683840063,367524,560921,663241,786902965,620658,421374,686445,864939262,1136063,687962,596639
755401626,456961,576789,620471,776163112,759075,474489,600204,898587010,243863,240833,238682
763230526,877918,773659,943572,762362284,554456,354284,643913,907663339,861779,338778,326440
