neo4j_cypher_p_100,neo4j_gremlin_p_100,titan_bdb_untyped_p_100,titan_bdb_typed_p_100,neo4j_gremlinp_1K,titan_bdb_untypedp_1K,titan_bdb_typed_p_1K
3405569095,99881458,285067516,246619845,38869699,97827413,102375164
354409725,226717659,562786391,528821488,135102126,330278850,333005703
4398507535,98478111,261651191,236059671,300981327,695157316,718298364
1400392433,134890271,423624419,308788627,14294344740,39770987370,40431433720
621420762,323152805,1034430884,874095322,66646395,153986230,142457852
4855345863,28834327,101852529,70349490,4753684,11900451,10501951
2680000440,98382155,272984100,213757157,1611689350,4606438079,4185392956
1080505794,122257793,380806245,300956758,1906931,11877491,3682620
2215520859,49028269,132602533,112454795,20589296,49484504,53825045
1856734678,62421386,181547570,136500843,295361819,746712912,843526665
939228766,545574433,1798837356,1248806101,3988617,8328585,8377097
1616617368,70296813,225890655,153554451,25406954,53058843,54032633
1360304638,406242613,1318939379,1013682752,53882793,139757806,138528473
523305839,25013258,76025318,71535457,132780566,319156623,332764567
540759308,22785441,56581416,57436999,417508404,960027786,998705266
893372484,1634510,3878806,3653911,19868333,55931303,53468472
979854923,16379598,52196737,41034101,61652240,154617022,154007819
5551069340,66837483,211030536,170652454,136595370,341016410,361846814
2242841127,223058937,598906833,510025852,66223172,148160296,160893000
541311790,53553732,156968177,137840807,516372588,1116027922,1184489967
1142342284,3356126,9050408,7654121,378734608,907613821,929397998
155127429,18113532,69355781,50772632,205562368,492985741,510896329
1144149245,80289117,215935898,182114614,1365820866,3157402112,3304285175
1456799351,149659836,392882059,346488728,16531949821,44695017592,44134067355
452490009,42704024,97192569,81369889,36536960,80124516,78264700
1530490978,156855445,443708602,386622990,222092851,493753522,503061908
1706434657,10032270,28104731,23816322,132556103,319655674,335652233
191746739,22670559,68093776,60614906,32919178,75694398,68189241
728864092,59873110,162130164,136875400,16750416,51681465,62449725
5111021648,419868881,1070868496,940750070,192571142,441554862,644093379
487541424,5516799,6550487,6286931,28867592,88718763,149775247
2506848414,104430400,284842988,241952893,223243369,545747957,1047253699
11451836969,71933256,194649662,169092030,10071410380,27646603944,27725433838
2799295578,416494113,1120385707,960145256,415163921,1049473848,1055972781
448461701,98169664,309930585,245496444,19496894,51681849,49952496
2692058452,189372030,533850271,465288734,67281542,164689359,171035272
1613425859,445224039,1181006124,1024352857,1391671744,3422053643,3422831085
8120664455,13415482,30621694,26469479,75879887,184682656,188363393
3565904677,178742349,502715231,442599795,452606045,1131698612,1145754762
9463699759,108216245,291159077,261154118,589174653,1433162891,1420035286
5160172024,20362331,54012581,51248863,26611568,75539747,73296230
2778687367,286363225,748547837,650314985,14017810084,39990288079,37946886666
3324218508,20732706,65468699,53502131,13338447,37846041,39211812
389409623,268135503,699468651,623728059,1279981608,3119820443,3105459313
1115442457,62249009,162171104,139141012,42363558,85126672,92047171
341262765,111817596,298105681,258806809,1491830168,3631071448,3617185474
395713645,42604503,126806576,98007511,37530626,100002580,99936842
133290903,100075179,271991127,228196645,207113927,481700032,484154327
2402357914,489848196,1229314839,1051801953,509205088,1207367024,1202555358
1349106089,47955977,135565434,118418212,592304880,1640973517,1507965179
166268566,128076120,330595593,303642894,66160497,162580630,158140182
1082254864,426440640,1137875195,1021530062,481435213,1295218369,1290541481
3171678323,10874014,17919401,16044065,466975767,1049124581,1075528241
466895768,55409230,149749781,131399171,87332440,215535775,215998160
1748214604,147439502,369713037,327547664,7574318,17398466,29891801
217711678,7818373,20009631,17601508,53221188,136059645,136891697
4648970728,93637839,252704557,233114283,441901513,1204110295,1121919284
68861411,3823970,9733282,9046481,77235778,206861864,179372473
15497757102,27790930,75327060,66154937,99689202,250962455,246715572
2682231434,202958561,545366951,478745146,1357431915,3083113764,3095815887
5059641273,107381527,275486882,239790779,207583793,454633326,491978057
1106329550,47547867,137149287,113748030,100635642,255663304,248478675
1676982745,13925974,34615025,30645868,897592490,2283394216,2190439913
19014538359,18655731,53651110,47584569,320913289,799867245,818435105
4198315563,52524270,115384060,96903159,8154890,26236742,19095374
514076971,65448979,185251812,156947240,15902852,44893252,42437193
6067975983,39764626,116512737,101007912,560383588,1366810432,1360293849
6748920181,454843849,1156571080,1042352994,89776270,257180132,252095671
496241236,31673097,81667468,77477506,1038124637,2841107374,2909425903
1164087585,384622936,962307061,842738998,44809512,97883042,118318024
2969734226,238726077,649690628,569161348,82314235,211090108,238120823
158872153,310371908,811341751,702694203,1148091621,2756174314,2757085200
