neo4j_cypher_p_100,neo4j_gremlin_p_100,titan_bdb_untyped_p_100,titan_bdb_typed_p_100,neo4j_cypher_p_1K,neo4j_gremlin_p_1K,titan_bdb_untyped_p_1K,titan_bdb_typed_p_1K,neo4j_cypher_p_10K,neo4j_gremlin_p_10K
8205762,11063524,65818289,66024278,58651306,79172685,467957403,463554694,1116596339,1383263197
13403757,13106037,64996129,78443567,59276877,84803022,464360291,468840127,1109865877,1374152639
13589237,11684359,76601698,67201789,61990719,76170940,467612728,459095798,1116963137,1369863333
11074341,11398944,65738792,67917197,60100683,76171558,469497923,477238881,1098121407,1378351515
11196863,11202123,73402295,69692694,58059954,75977959,459024957,475385394,1083254773,1366902185
8792096,11691502,67135483,67191514,62274867,76169305,463729019,479076522,1097728388,1359841936
8592024,12342200,66034680,74301616,57095491,79973136,466105710,458682616,1112296863,1358342676
8227734,11544133,70026201,74650745,60458110,77888509,458602432,471529180,1093792826,1355841541
14102435,11269996,65270913,66559926,58244322,76662669,466347839,474738856,1104882736,1363283265
8097874,16386367,70895303,68415837,58648269,75788628,472379674,462042733,1115385472,1360535557
8070484,11659471,65441421,66502317,63679869,80240211,466450474,464108878,1085734497,1355722360
8005848,11466389,65912856,68556594,56906157,78203340,458648072,466657723,1109461988,1362996148
9259872,11320658,69929554,66454500,56441268,76255126,467792919,466624328,1108345040,1369631285
9380141,11302248,66185908,65119225,64953276,77102485,466926400,458954577,1103231183,1364209763
16645004,12195526,69756882,69720425,56916064,84691555,460491336,468719873,1105461597,1360516640
9179862,11593253,65561771,65432428,56551304,75612282,464608795,461937773,1091500474,1364519909
8326703,11526827,65013626,72471377,77257168,80320805,463755656,467350540,1129825613,1367217397
8064358,11577730,77904569,65662273,66805081,76884576,465781192,470793983,1117327095,1368989358
8091383,11696112,64946376,64776627,59205490,75693923,460758723,461792772,1096390623,1362915563
8749848,11824137,69084737,67645370,59132934,85473347,466745657,461383605,1149877972,1367274152
15932073,11320074,65060871,64971005,64320269,76640018,486462324,459534835,1106649991,1363220485
8541726,11171371,65118221,67654792,58252384,75245738,458597247,466510462,1104287076,1360059447
8336172,15229537,69650425,65482019,61854100,75575976,476121583,478333538,1112005915,1354014080
8057510,14838647,66629443,65781863,57264710,82739525,471198112,462523230,1106263976,1365210823
9282992,11507024,69716826,68936695,58644067,76711904,467281228,456794808,1115971277,1361262766
13204553,11309611,65161594,66083234,57233339,75640424,470547584,461206603,1124418672,1358786042
19955053,11272040,65571555,77825114,60492309,83620257,465517097,474482274,1099949013,1363208235
8273441,14926434,69289120,66164934,61182104,81228909,467773367,466545269,1101018443,1358180739
8177553,12556545,65419887,65495864,57647193,76596735,465337257,452284248,1100433326,1373636003
9100462,12308211,69711620,78381150,57559145,75544507,464665262,462792762,1101674714,1374148432
8311232,14648088,65010574,65572460,56295196,76518976,480407779,466020871,1095991916,1358015943
8234925,15082063,68792019,70320242,64436664,75719675,466640606,478067941,1122847603,1355148473
10807885,18772449,74105661,65911907,58845387,79873044,459954863,459529946,1126387670,1354459408
8108198,12435703,65935580,65792353,58270501,81030092,480949212,466710544,1107552081,1398360033
8524097,21752276,73019703,69156484,59561655,80388893,463555797,483872198,1116793130,1372193902
10131860,13117818,67312705,66874265,57203921,75525052,457065178,461934585,1126511891,1382368663
8321875,11379159,66097235,73632988,57573012,85095990,477519745,453059917,1088229769,1358333089
8177829,12963965,71733324,65439955,61883019,75343327,462283282,459425254,1099358021,1361417944
11061311,12398524,66192295,64542288,57185823,76949906,463345192,461190285,1117488285,1396016719
8190429,11526309,70286783,67877013,57726440,79696641,458881002,454305309,1101063924,1384047733
8275686,11429804,65295453,64716277,58262509,76822133,481760067,461459525,1092795506,1380010984
8582263,11668881,68052013,68699230,71071576,83775390,468680977,455422922,1119950940,1378748655
8354852,11697238,70507892,65107149,66275339,76894553,460388823,460187299,1116202806,1362663249
8259363,11519159,64367769,64967555,58317933,79731664,481368705,456751448,1128983520,1364838334
10803236,11290395,68552709,68652841,57567277,77075312,464060178,469376724,1096313530,1362667972
8221419,11306252,64650151,65061688,58380626,84165041,459059050,485697686,1147008969,1365841933
8186290,12815123,65256447,68064167,58984521,78881223,472636153,459693811,1113377731,1365991451
8181436,11609584,69380282,64737597,58073106,80818872,462538656,465679102,1129093772,1365724181
8202881,11418995,64827599,64389223,59126356,80172116,462321226,457762985,1103736237,1359315465
8167962,11293402,69412518,68663656,57041091,79546337,462169226,463087005,1133531042,1362980497
8152874,11209293,64991564,64875834,62195302,81433030,466323652,458416829,1110282624,1359307805
11585661,11199261,65421408,79103069,66926460,75471700,465212603,461834908,1107837445,1357288832
9100544,11142094,69655133,65328112,64176296,77197383,463217209,465559988,1115069132,1368550853
8280521,11032659,64623642,65510388,56596254,79630345,473963037,457638793,1116927886,1361383236
8169145,10956317,69871802,69063587,60829796,81308443,467526815,451474661,1099202020,1365129947
8199482,12408471,64771019,65377344,57998373,79870173,473050518,461735906,1102685568,1360597480
8047468,11603178,64600360,68473332,65126529,77066813,464315731,464124599,1112081410,1362363654
10697601,11756120,70321032,65738919,56110446,79892297,465751606,477124391,1114898500,1365420140
8891769,11222228,66888263,65823586,56113675,81734194,468997685,461820070,1120822352,1364379024
8348404,11348410,67838488,68899997,60758188,79787502,464211659,463340650,1113057048,1359031548
8270567,12516855,69581520,65981499,56601764,80903231,471628212,464593447,1100296569,1361468955
8075470,11593206,68731004,65136046,56613371,75710392,470295838,457799720,1118548463,1357386929
8116075,11322769,67916507,67597202,57962421,77983985,466069083,458140757,1129335829,1379373157
11106717,11408649,69369156,66142260,57226761,83678091,459240811,464579813,1114930311,1383203898
8267340,11674016,68378636,68687014,57531262,77026942,465978167,480784663,1121844504,1372549031
8277741,14224258,64504369,65250577,58879081,81470922,461505977,459687978,1087042216,1358437772
8202858,11769123,69590715,70703667,57957580,77128693,461894580,462380582,1108024582,1364493031
8058471,11536439,69116185,69408102,62310476,84523900,464223377,464418935,1107461989,1369532573
7981428,11910788,65621091,65783588,62685866,80096424,461822364,465039801,1103175236,1362518590
10923594,11783535,64109668,78440332,57471361,75735223,462327565,455580674,1117123657,1358588446
8298708,11375403,69939452,65175576,62213536,81302338,460245563,462525163,1096329689,1359283663
8207426,11081634,69215369,64657416,57234461,78894095,461748296,471803152,1115652836,1367213443
8383791,11566219,69172351,67958472,58247735,77025940,464640707,472162575,1119257814,1377691935
8207168,11486300,67555874,65156894,62643487,79589092,463550519,454943901,1106115128,1387215124
8214343,11471012,69433265,67904196,58951476,77207607,463211392,461529669,1107038206,1367990077
12222212,11265128,68915379,65188107,61237018,76281032,472891269,462030250,1094613200,1369615509
8360729,11633665,64793988,64394564,57230821,79869202,461058141,451656772,1108381402,1367709485
8171296,11348466,69131679,68276319,59536292,76679190,464572782,460222792,1101249321,1364439488
8083335,11111796,65266969,64365830,68138126,75568514,464266921,459674009,1114183128,1351087555
8035797,11027390,64819793,69139209,61389515,76078346,471568280,458326681,1105150686,1352671915
8338056,11075554,77151993,64550977,58908302,80112693,456993055,464564716,1125182107,1351358076
10907118,12274017,64408648,64917101,59470345,75361954,468157136,464231681,1108393191,1359772576
8347558,11764980,69159579,71424820,57521804,76394207,468972519,460606680,1104066057,1357493955
8178144,11448866,64513594,65035492,60113432,76382559,459170398,459663748,1094301098,1358420130
8073665,11175368,64713099,77864562,58363793,81079799,467368287,464320126,1124859370,1352942322
8163674,11197661,68328564,64711126,59363641,77069075,467361824,466674610,1094177147,1353047016
10989459,11242130,65789820,69146944,58626703,76052703,467697612,460477254,1122705148,1356746154
13543389,11102652,69284787,70336546,63526306,76025727,456443429,458594961,1110377763,1354073578
8558524,10962132,64767629,69618978,66911601,76539564,466733236,452252918,1096505000,1351892718
8260211,10924324,64310655,68414478,58360780,79614446,465257000,462581597,1104711742,1355139332
8129130,11614388,69651511,65620308,59425057,75849616,459729899,460486880,1131255536,1350716897
8284497,11703507,66144248,65175296,57985819,75643179,461197406,452606861,1113577589,1354828623
10305870,11344683,79519819,67804944,80525382,76663823,465064315,455916316,1098404227,1362198677
9647626,13652080,65321973,65217905,60928245,85916527,462685277,461605655,1109783523,1358045987
10891549,20639437,64370673,71742757,57538081,81598338,457942136,465414667,1127631549,1348392171
8420514,12002491,68424652,64637037,58224918,76793261,477369837,459941801,1123562633,1351419049
8153017,11483556,64743982,69768625,67075996,77821987,470382480,464524240,1102353509,1351564249
8096856,11338262,69724706,69131654,58667364,76191595,461294120,465429787,1110780217,1358599739
8123716,11713114,64935576,64669502,57910965,80754071,472578598,462823711,1119737583,1371667526
8074380,11561805,64316613,72681397,57511774,76518126,482229179,456305193,1118929905,1347405282
10775228,11252811,69408758,64845435,58201890,77475649,463626734,462544786,1084081830,1360170045
8114756,11135344,65241199,65629289,57838156,78105911,457365601,465638895,1100792729,1350890838
8185486,11563653,69485057,73137280,62668187,82078496,471952275,453059130,1114870115,1368625979
8227919,12451418,65247383,66053466,60324881,76479505,470044294,457545785,1115421715,1399462602
9012301,11647226,64539117,72241936,57991474,79525980,466695693,464085539,1131244269,1355361427
8508361,11268473,68580157,70197490,65873221,75468013,472738767,462105314,1103114903,1373954275
11226965,11063319,68374166,64951133,57432027,82482112,464984337,452041190,1126084901,1359764337
8166593,11995988,69388826,73292307,64080317,76744363,464290572,461405208,1109414863,1367042446
8040958,11999925,64916504,65216179,62138301,76966956,459029892,464181781,1114503654,1354481261
8242918,11537133,65031885,68421930,57172960,77198538,463407626,464141939,1094262495,1364285752
8424519,11302814,68933507,65750972,62123551,76648207,467241105,468758104,1116348060,1364041311
8137316,11281737,64541997,65457703,56865442,82346239,457528144,463220482,1105715909,1369456645
10110002,11143798,69705477,67862279,58412615,76935960,466813480,464140079,1114002764,1367603013
8089633,10995990,64426275,65963059,60621716,76336261,462919531,468108847,1124213462,1359188266
8172076,10957903,66481997,67696742,57776219,78113325,457076264,458801023,1088241336,1355188180
8904251,11298719,68081350,65534636,63218113,80830766,477112166,468689075,1130936131,1359639012
8370186,11806396,64938329,65788637,56753776,77525365,463766608,467538067,1085732009,1357990903
8469402,11867986,69864706,68202344,74256176,76779464,477414819,455261449,1092527296,1363221420
9938287,11528142,65129551,66118645,66958558,77139316,473367659,466354326,1121292047,1365592055
8073245,11296159,64763471,68017374,56948515,81317793,471934334,457487058,1102238580,1351891249
8103173,11231044,69116521,65383549,62058915,77211964,465727620,459669519,1104458577,1353351388
8895696,11108021,74699916,65990644,57296810,76729351,457991602,455556063,1091233872,1356029702
8590030,13556475,68419127,68079584,58898162,76696793,476621355,460765367,1087528195,1367896781
8343823,11133194,64783110,64575417,60840026,79113719,462907503,460292866,1128797744,1369446722
12354907,11169895,64177243,68364235,61837484,81591983,464969347,485509783,1094184495,1353428800
8128099,12167668,69790395,66008099,59604057,77097263,460104004,454676875,1105965690,1353726735
8033022,11620172,65319554,64706029,56705258,77175980,463907027,465048873,1106212036,1358885976
8115431,11472777,69438535,67954955,74394715,76946791,467917970,459159419,1108649715,1347363971
8001663,11251133,64887611,64814158,57037385,81428558,460950002,455388384,1110032518,1350986201
8035316,11559733,68741890,64206922,56043052,77263128,467331415,458998788,1102117035,1355645642
8054575,12128207,71591716,68113373,57357097,77292464,468491626,467762053,1104239199,1356356260
9985553,11516594,66054635,65240916,56224091,76997333,469753969,471983264,1110428869,1359850469
9390106,11427573,72617949,67875530,59901824,76439769,461826237,452441576,1099783724,1356034620
10720743,11714513,64755146,65119491,61133501,81616891,466756493,489722799,1136467117,1370491620
8291189,11761646,72373132,65272807,57767623,77440253,465498004,476338090,1106223289,1356237428
8045703,11498638,70564995,68323633,61108743,75809206,462487648,460468019,1098753854,1354074152
8050294,11387448,64696792,65028619,66651652,77372155,464732773,456651042,1092747385,1357717941
10090834,11146677,69579391,67629901,58203568,81166924,467946754,460691962,1113002963,1358227306
9000999,11468460,64657031,64908793,59954847,78143547,468049911,484983266,1127114823,1366042451
12158124,12273407,64945339,65050868,57750131,76713880,461917995,472738438,1100019169,1369213526
14874201,11520262,69324819,70172845,58457937,77268299,465586375,457996892,1102190606,1385789467
8784507,11321091,65089553,64659357,58724033,88965748,471188019,459401353,1101154351,1374964148
8742934,11121096,68633129,69900294,60176053,77476329,463863495,456775536,1094717355,1382857065
11046188,12425928,64995335,67531558,65338944,76903964,468529367,455472460,1112431327,1374361818
8546132,12067449,65115978,65415759,57513772,75817017,473770707,463988871,1112083093,1389753986
8508716,11579316,68784490,69057762,56894315,76894753,464849173,463949628,1129958476,1366142379
8405577,11387659,65145687,69401764,65920493,86823485,467093415,465893842,1116743852,1373417371
8908247,12868822,69059465,83401231,56820646,75419390,466916175,455514627,1103183455,1369908925
8140484,11385633,65221373,72616854,57898985,76346815,467457331,460576486,1105503236,1361227752
15558622,11178561,66208545,89963016,57701142,75078024,460774364,466153917,1093536959,1351287699
9454004,16189094,71264572,77062419,56979473,79439964,474712831,464695921,1105867803,1352831058
8386254,12212044,67394236,65570609,59147681,76776319,479391973,459597357,1145052789,1367378073
8157145,11435473,69885702,68921763,63675552,75933654,461316935,470238639,1114295028,1354172917
8590784,11725835,64881558,65363229,58669097,75907827,466017627,457959211,1135970807,1349731649
8359749,11345398,65309963,66666929,57455136,75920840,471077646,460259399,1092055430,1351065693
9956917,11163603,69986483,68311162,57528032,80019082,466583741,449703128,1101681473,1389851670
8141370,12261715,64826445,65377782,61308795,77145600,468492297,461744330,1122206795,1357943470
8085151,11614843,68417521,68737890,57429908,75817444,473444098,461174532,1121736388,1374934965
8314530,11422519,65341716,64426462,63100086,77651375,473635485,450967463,1092131598,1347357252
8049011,11230786,64801837,66236024,63453782,79202526,459908660,463032964,1084917202,1351573875
8769247,11821774,68511229,68090294,56762422,80243240,468236902,457163066,1105573506,1352391105
11145536,11537831,65121526,64721060,62337715,76873519,470871551,457833326,1092153876,1366558086
8461201,11387548,68838164,67497032,56998079,81879835,467028827,450823943,1100952357,1349482044
8188818,11268291,65019006,65468465,58113754,79412664,461299460,468303157,1116872492,1351334047
8059638,11835155,65927303,65047904,63080264,81956619,475565271,459223683,1117728143,1348820199
8082823,11275575,69739553,69441042,57827925,75677154,472490968,459310886,1087282085,1351420082
8095447,11091600,65008009,65342940,66420842,76716962,461271373,455464055,1116487102,1349150235
10757299,11133521,68431618,68628601,65151698,80856941,478779832,462167235,1100645841,1347055834
8247622,11932927,65467620,69801074,60143394,80045163,473276307,465955311,1103127621,1348213594
8101780,12224477,65223090,66189786,58211477,75536805,471867508,465617384,1111815379,1350878798
8053348,11478702,68296253,69464988,66976930,76652329,465650146,461148951,1101024862,1352616077
8384778,11446425,67028462,70374809,59463949,76700522,470666123,472055441,1130903397,1358288974
8167569,11491568,71039751,73653688,58871305,79764896,467160317,460885743,1100498274,1351834624
8224078,11498447,67016896,68889125,59073140,76367269,457860175,457727408,1096047553,1355503124
11097727,11513003,67445012,70855197,57759920,76304474,465037316,478487778,1121659465,1379512499
8192952,11634943,68992425,75205088,60124382,75761363,464557027,462438689,1118784242,1367396991
8169602,11318793,65171743,64897976,58178866,80434527,465079360,465142622,1117135945,1379605281
8622498,11149288,67927813,69924399,58460837,76277506,458692701,458118224,1122866117,1369121977
9040854,24381002,64927916,66380126,58059347,76745466,469729097,468908535,1105053597,1369571813
8219158,11425609,65472733,68843752,57576769,76118639,467186589,462897437,1111072789,1358178715
10927563,11543931,69756008,72112138,64268815,75502578,471011690,465425976,1110664891,1354913576
8249627,12273135,67992769,65786798,58482720,81611975,467478151,457085268,1106429759,1375077182
8273943,11821734,77409530,69191748,66224388,78311433,462198114,460738418,1108505483,1375917795
8256788,11491362,65118827,69301310,57944229,75953450,458522706,457630521,1094874325,1364495527
8058940,11636510,65373459,65428798,58946823,75936094,476377462,455136299,1108066553,1357007828
8072076,11375248,69704064,78048228,58679318,80258707,470760309,473348441,1102392419,1358822192
11160586,11038131,64991644,65994761,58015147,76724981,471003889,461443817,1136221482,1360506049
8273548,11410046,69472192,69468611,67276368,75097473,465464294,463843903,1113076497,1355236371
8768728,11033969,70294800,65425498,63142031,75869789,467776556,452780876,1133961004,1353375596
9102393,10987838,65111891,66107771,61950677,76700992,463914469,473322033,1115398407,1354700958
8311148,12365855,70235678,68883912,58858923,83668390,459061526,462546995,1114775616,1360619144
8346936,12393153,66357698,65792322,60362080,76042401,459374332,457389618,1110605042,1356948134
10757682,11402177,70248425,65963909,65483682,80993218,464066852,466146710,1110487429,1348605938
8318994,11145655,65892565,68842663,69637544,75065213,461159758,462159090,1099133528,1351744011
8281004,11254635,69347011,65267186,57439382,80616098,454721251,457728474,1104143711,1352147641
8040331,11661605,71013428,69712395,57184881,80656920,463028466,464598363,1106737021,1352254472
8045904,11523477,64779659,64677507,58407993,80482167,462902143,460554236,1105118322,1352126174
8152707,11167432,74117942,65602339,56874846,76070239,456679031,460245646,1113778157,1348300031
11074021,11592788,68346540,68719201,61812031,91810573,459000953,464105291,1095807897,1362339661
8657213,11840794,65858695,65436318,61138683,75332055,464630571,463053592,1112339296,1355570641
9170915,11609815,70112834,68355594,59238157,76718286,461556685,461028992,1135980010,1359983909
8390155,11319492,67045389,68266349,58429818,78950902,453867961,460385704,1110984991,1353155340
8221001,11629514,68488756,65523228,77928277,76064594,468433699,478724822,1123444566,1351605695
8105286,11136419,70806340,67887420,59812691,79963525,467430446,476051941,1112990359,1363466045
16093597,12237952,69255158,65341646,59298354,75943469,459264846,469555994,1090477286,1351909998
12182555,12007503,69143989,68940575,57089586,75908707,464908527,461753008,1110654565,1372396424
9983008,14207558,69824473,64614191,58426734,76661064,469172137,460708547,1101186660,1374082459
8578293,11771180,64980231,65949271,57247793,78318437,467419735,467359309,1124323977,1354849147
8225542,11672998,70575178,71106365,62080900,75785730,460714646,458190242,1099179036,1352960249
8332021,11289668,66436215,68620095,56928634,77083365,461661495,461777454,1106491886,1355879409
8144038,11147019,72680149,69434438,59857096,76831300,465875275,468299947,1118054270,1364903371
10220700,11419312,67078248,68281992,61249695,80274565,457733865,461414365,1112265221,1355579675
11673748,12329233,67598795,65024722,58078406,77570757,464314007,463235372,1097249659,1360145142
8255247,11619179,68715722,67498363,62451542,75696663,482222248,468765800,1106849255,1359891132
8567372,11314017,68998165,65747661,59588740,75723991,460345263,458258479,1124509682,1353311688
8215263,11443117,70023050,68412591,61259241,76200416,462562549,462405661,1099953841,1386301131
8063232,11674630,65384904,65500231,57618539,80556910,465327361,457917537,1117243552,1380706148
10257530,11550542,68207297,64989402,63070378,76283941,471464410,476142137,1118994594,1382624868
8155712,11300170,69380175,67596306,67232259,76794849,465534887,454185391,1110985771,1365420024
8104210,11169477,65267116,65222592,58226632,75393687,470964948,463389696,1115800240,1353677582
8070248,11049018,71473248,67819404,57952755,85170209,468081628,460131983,1113002822,1366289076
8062058,11397403,65269851,68746618,57981470,76420004,467084094,468604048,1107013560,1381829354
8076392,12402529,64513412,67537369,57689864,77099470,476181096,476735847,1071005632,1375879468
11453584,11762469,70624407,72893223,58020440,76682056,468267222,489616452,1102906365,1381430066
8375737,11266932,64278243,64720164,58883259,75538773,467185931,472430721,1092276504,1379120393
8399792,11098640,73440782,71942134,58755234,80010405,457683158,481202423,1135676805,1385129682
8163704,11162908,64717097,64505598,68310770,76580926,465031158,466874991,1098921737,1385410589
8208866,11143783,65256753,66050544,63012714,75547437,463124240,509587266,1112705138,1352578986
8148107,11037308,69023106,72163463,60269064,85882649,457573604,476158129,1096179267,1358549026
10853423,10937952,65187339,64617958,57780511,80138207,468581925,461031942,1103863775,1361560161
8179378,12137383,69859329,73063357,58683852,76144089,465911568,476948894,1106928807,1357463866
8085102,12195722,65173827,65481593,57785416,76602459,474695886,476864901,1117454293,1355901982
8094214,11516170,65017584,67657222,56299609,76457922,463138920,461137627,1112138621,1361905893
8051876,11401351,78060608,69260900,58659872,79966797,486170081,456278202,1107456477,1352909886
8145670,17741080,65654372,66155262,57682764,76343314,463068382,463039864,1104828949,1355346385
12529690,11412852,69146886,69918994,63140461,76412347,457990009,478974631,1130167820,1356126221
9328907,11152057,64745903,65218709,57033020,76221058,484059984,473157658,1116722051,1349293129
8253746,11143420,65360292,65721592,56776510,75885468,468101890,457382634,1118682829,1347100747
8126527,11207351,69554811,69827704,57015909,84793467,466387757,460766721,1101405745,1349867940
8105585,12091896,64897006,65227271,61576373,75544754,477940944,475827455,1121222724,1356594555
8174772,11805682,69130062,67781373,57325746,81686046,463785774,451867716,1100516314,1377951075
15959372,11389527,65090115,65417832,60030671,76665223,465985640,460982028,1102720373,1365146476
8357367,11176246,64665899,64757769,64898311,82186989,462071291,464553824,1099895886,1361633476
8590095,11464900,70124740,68579461,58151879,79861619,467607871,476406082,1121073929,1356877405
8049760,11887617,65199710,64892462,58180134,76949628,467882480,453499492,1115369189,1360719901
8068235,11571464,69045404,67760651,61875662,79832655,461073501,462815043,1111400596,1361452165
14190290,11389612,65332789,65870162,57341472,81087442,460663171,460239386,1111653846,1357211569
10863591,11282927,65070238,65189555,57244433,81084620,467681396,465081017,1094460748,1353999977
8179241,11259321,69137793,69741073,55903479,80678976,461912119,466556143,1117055936,1346750318
8138242,11103907,69369372,65590340,56587932,75594767,474201302,471217125,1080813052,1352971414
8123156,11068521,74073244,70665634,59705456,80489100,464176374,457347996,1117477412,1357285088
8741491,12034649,68289770,65363794,58082530,79971823,464397527,457247672,1110912196,1347776690
8744308,12072584,64863527,65754376,59134020,76578525,473474990,461301223,1102323132,1349551914
8034767,12106135,73768843,71404521,65435885,79829844,468317805,473935982,1111390573,1353383981
9714694,11551070,64449720,66710879,64640041,77502597,467492058,463197111,1124830195,1365689757
8030491,11572256,70584191,65223771,58541946,83469441,467336738,460707198,1124370908,1374195266
8116503,11178625,64558193,69249890,61052422,77131556,471269198,465494683,1094205665,1358217002
14065945,11193141,68669964,66787448,58144135,79638752,467566316,471431339,1090351732,1370745691
8175596,11787515,72298599,69971951,61675088,81035068,467806585,461037216,1133489316,1369855429
8266611,11248326,65437966,65323902,60060868,78384352,460920771,453489853,1103437196,1352911544
10061120,11024318,74021195,65673327,59469648,86828122,470852331,468754151,1131229927,1357448538
8272118,12111188,64833580,68311846,57374125,75819882,470979037,461309885,1117540478,1351195518
8146498,14524696,69414493,65761548,57844189,81083895,471482350,473183422,1086894538,1357354759
8918091,11705318,68472372,68599451,60847578,75213946,458424275,463602098,1118349117,1355264061
8369370,11256440,65734458,65462109,58657063,79656504,465142580,461151444,1102541720,1352381929
8272870,11396009,70060479,66124413,61303857,79605093,465913277,455960552,1114179145,1363171975
9847066,11160341,67052043,68495939,68839299,76787109,463148852,462591802,1111972355,1354591871
8037596,11067393,68341826,66921203,57215053,81399398,461132397,484238902,1106213443,1357956854
8300800,11135663,70681299,69474568,72931638,82879301,463515560,457460124,1098867700,1363417016
8593185,11226577,66817976,65504603,59379731,75367577,463584909,476001526,1118261004,1362535987
8183594,12028933,72886293,65225564,64340806,80294529,458568612,462187409,1125379617,1358289397
8188358,11671184,65291853,71307732,58734214,79700427,462532156,470689938,1076283421,1351453163
10615648,11478436,64516084,66503186,62440352,78744659,465753687,463175559,1090559081,1355840588
8034473,11371949,69497492,69458777,59863969,84853556,458797072,460792062,1099253224,1349489729
8513872,11426713,65289487,66171657,57789715,80220612,465517986,451643883,1122447807,1350307914
8502045,12618485,70123670,68074988,63260023,75534953,469812784,457748317,1108816956,1356343603
8190129,12553198,65137479,71572259,58603893,80866455,470562484,459344201,1106917288,1356038557
8029692,12359716,65127576,65688940,59102919,78017147,463951210,451237152,1117569106,1350056428
10963653,12370701,69424082,74573539,62359149,82949203,468218793,458859687,1126172670,1350393594
8153892,11957303,65192771,65575722,58425717,75758122,473583327,474249908,1129315010,1351777717
8078790,11340038,69575240,65921075,62808186,77791319,463310801,460737787,1137640806,1360931605
7936049,11152948,64573730,70396699,57813733,78533926,472959057,467353506,1128185244,1352870824
7913902,11201620,65505275,65746072,66774659,84764730,473588626,459333699,1099319922,1362753024
7940199,11909419,70875802,68062568,57492530,75638038,461478854,463378011,1127857848,1353075396
10700386,12451851,64575627,66610399,62466735,76771511,475937162,466004482,1117301343,1350846095
8527164,11342477,68966382,65803088,58874038,80011312,469048633,452873486,1116908336,1357692771
8918142,11316257,64878503,69543138,57544859,80595715,472878035,458096452,1126826381,1349314509
8325813,11581938,65013735,66762514,62631198,80725650,458400080,457222441,1109644267,1347779477
8315342,11231656,70179955,69643402,56364462,80012177,467993439,451557956,1116632389,1348154435
7982332,11173488,64938337,66127554,63223445,75548277,466272391,466158787,1115232509,1344596663
10589184,13842427,69752647,66223828,57332374,84825533,468736000,469428004,1108781265,1356134945
8401896,11634428,69317590,69370656,63554562,75671790,472255035,461291700,1137733223,1350370612
7962078,13025919,65760001,66832638,63280605,77017022,465877526,453422277,1111806271,1354854978
8042264,11649258,69389037,67952403,78531593,81467067,465451810,465010081,1105669919,1355076261
7982732,11463797,69315553,64754497,57757170,80450002,458594772,466080915,1111515329,1359871468
8193487,11199280,76364704,65191063,57530366,79505092,468550869,461635559,1095938303,1351224228
8052888,11330836,64628455,68173701,59304708,81346766,466988562,453119554,1107237822,1354292292
11575701,11091725,69551004,67018794,57197551,77290147,461475257,472907622,1112453063,1357540079
11695870,11203150,69582487,73891860,57112226,77386593,468639611,462281183,1111008978,1350926535
13129898,10992604,65928115,65606745,58284316,83374218,466735348,466105861,1107276140,1357350385
8627306,11069673,72444335,66821213,63665066,78487235,461383271,458104604,1101898137,1354076977
8307215,12464849,65946245,68427040,57731318,80072388,459676898,464417719,1106579063,1358888498
8120819,11679427,69450059,66027781,59640294,81810832,469538818,461265731,1108360389,1352016482
11087512,11479248,69600752,69514464,58879159,80932845,467207615,455469734,1129292176,1348669740
8226151,11169325,65968748,65579559,64399057,81946215,464951174,461120020,1105998102,1348468571
8168918,11211018,72455711,67358800,56922726,76655478,480583646,462455474,1112729505,1401820091
8076047,11309334,65517554,66637020,57992192,82382737,468096701,456706811,1107042777,1363149293
7972908,11324800,66805967,66566923,57296941,76860395,467638481,458795587,1137921524,1362337445
8678642,11060320,70376862,71443528,60766677,79834470,473817254,459015197,1125898687,1350382069
15718793,11096268,65082629,65729939,56786556,79785300,464417043,460917360,1105421124,1359739464
8446694,12099479,71411114,65880039,63779312,82513999,467698497,479414306,1131928739,1364401107
8139764,11718495,65141661,71784758,58831746,75950186,463050958,458588805,1097528809,1357447011
8026337,11295382,65129711,65804833,58162828,83794464,467939467,465043253,1134477851,1346957703
8314504,11076646,68803252,68268115,58974742,77051268,475161604,459359026,1122258061,1359304172
8381922,11534456,65421307,65446965,61091162,77866638,469477786,462302543,1127864796,1364075564
11243008,12455118,69739746,66250348,60406723,81916639,467264613,460093725,1099748802,1351381777
8289520,11604067,65077679,69406480,58862615,83212023,465019578,458445642,1122819408,1351687455
8086227,11456205,64576095,67356201,57984115,79845426,476344461,461787733,1116894830,1362429154
13607919,11205722,76535903,68234408,58323732,77592756,459483946,453136291,1116571188,1380392837
8421507,14108093,64577847,65278836,64398910,76435899,464417164,463285099,1130852750,1371930232
8843166,12339752,68276207,65089182,58794674,77073173,462492949,459920692,1106016014,1382020945
10750653,11688060,65442878,68927925,58562854,80179727,457861370,455030413,1126702674,1370340698
8381451,11401668,65091600,65461109,62269566,77013747,465527965,450995059,1084459033,1364038923
8052600,11296553,70261550,64678137,63431946,77320024,472045531,456203366,1110305250,1364821744
8102617,11241745,65326480,68659071,57201530,77096366,471899622,460133004,1098573436,1361660314
8448295,11133638,70362033,64596834,57293796,81038336,470724999,463860320,1100893017,1351935325
8140845,11044388,65442274,73775926,61628790,76476727,463461712,455171562,1104633179,1358328775
10483080,10937812,66266336,66052016,61009227,78028823,470005695,466808457,1097892911,1353241121
8228279,12003560,69195895,65155190,78157786,77331356,462854142,472817772,1093100759,1379290940
